199 953 {}
713 283 {}
713 863 {}
806 365 {}
77 404 {}
810 210 {}
861 533 {}
861 983 {}
210 458 {}
210 645 {}
304 301 {}
304 585 {}
648 224 {}
997 328 {}
464 133 {}
464 602 {}
464 851 {}
719 777 {}
82 367 {}
82 515 {}
82 572 {}
169 420 {}
225 289 {}
809 456 {}
809 843 {}
864 701 {}
85 132 {}
85 202 {}
85 530 {}
770 135 {}
770 585 {}
770 612 {}
961 950 {}
973 222 {}
673 117 {}
673 486 {}
673 631 {}
680 344 {}
736 777 {}
736 896 {}
134 575 {}
283 309 {}
283 449 {}
283 695 {}
327 362 {}
364 401 {}
89 690 {}
190 530 {}
206 803 {}
355 149 {}
791 135 {}
791 286 {}
93 183 {}
93 671 {}
211 665 {}
211 949 {}
647 540 {}
930 868 {}
95 300 {}
95 935 {}
148 611 {}
215 765 {}
247 483 {}
270 284 {}
270 669 {}
270 839 {}
555 367 {}
555 863 {}
692 365 {}
98 839 {}
769 445 {}
919 101 {}
919 745 {}
99 189 {}
99 685 {}
295 232 {}
295 983 {}
669 601 {}
669 645 {}
727 451 {}
727 524 {}
100 750 {}
100 943 {}
629 267 {}
629 480 {}
776 281 {}
776 325 {}
879 564 {}
879 649 {}
725 365 {}
725 489 {}
437 562 {}
437 644 {}
602 790 {}
837 132 {}
837 438 {}
103 530 {}
599 371 {}
653 252 {}
653 277 {}
104 703 {}
497 173 {}
497 335 {}
497 707 {}
677 701 {}
942 133 {}
105 530 {}
105 808 {}
179 395 {}
179 966 {}
401 262 {}
401 745 {}
401 902 {}
946 186 {}
946 733 {}
108 124 {}
108 716 {}
477 457 {}
489 562 {}
892 372 {}
110 501 {}
110 703 {}
202 216 {}
202 386 {}
202 448 {}
202 975 {}
421 872 {}
421 968 {}
524 173 {}
851 278 {}
851 413 {}
937 245 {}
937 671 {}
958 423 {}
111 426 {}
111 823 {}
333 536 {}
333 632 {}
898 777 {}
115 932 {}
805 217 {}
845 626 {}
845 968 {}
145 989 {}
359 166 {}
359 360 {}
359 406 {}
117 172 {}
153 245 {}
263 121 {}
263 714 {}
263 822 {}
415 592 {}
415 698 {}
945 178 {}
118 354 {}
221 488 {}
221 796 {}
221 940 {}
572 322 {}
572 795 {}
802 135 {}
869 156 {}
869 693 {}
923 615 {}
923 949 {}
119 410 {}
280 533 {}
748 902 {}
988 703 {}
160 139 {}
160 733 {}
292 960 {}
453 317 {}
123 834 {}
324 979 {}
522 792 {}
573 689 {}
714 438 {}
940 380 {}
940 396 {}
940 999 {}
125 413 {}
125 903 {}
152 536 {}
152 710 {}
152 949 {}
186 721 {}
186 777 {}
220 469 {}
220 502 {}
220 560 {}
571 262 {}
571 982 {}
571 998 {}
644 426 {}
644 822 {}
695 237 {}
724 350 {}
724 852 {}
630 656 {}
630 857 {}
933 612 {}
933 694 {}
971 367 {}
971 558 {}
971 798 {}
128 935 {}
249 739 {}
890 426 {}
130 651 {}
130 849 {}
197 343 {}
575 139 {}
823 320 {}
823 363 {}
823 818 {}
131 350 {}
131 783 {}
643 537 {}
643 807 {}
132 606 {}
873 726 {}
133 885 {}
227 360 {}
227 871 {}
515 843 {}
637 902 {}
756 174 {}
756 768 {}
872 794 {}
135 352 {}
676 345 {}
676 396 {}
676 966 {}
690 779 {}
983 372 {}
983 935 {}
138 325 {}
138 628 {}
613 619 {}
613 847 {}
885 590 {}
139 866 {}
267 668 {}
267 967 {}
142 502 {}
509 913 {}
847 370 {}
847 828 {}
143 779 {}
344 966 {}
146 182 {}
953 943 {}
147 312 {}
147 373 {}
147 716 {}
278 318 {}
278 502 {}
278 612 {}
976 533 {}
976 843 {}
151 392 {}
151 543 {}
526 612 {}
526 783 {}
526 832 {}
154 264 {}
495 91 {}
495 187 {}
495 251 {}
495 868 {}
156 339 {}
156 570 {}
156 975 {}
157 523 {}
157 938 {}
164 561 {}
164 796 {}
558 507 {}
954 803 {}
165 619 {}
398 623 {}
581 323 {}
168 325 {}
168 424 {}
284 783 {}
284 900 {}
447 451 {}
520 418 {}
520 420 {}
520 689 {}
520 773 {}
780 413 {}
780 693 {}
426 472 {}
426 656 {}
959 701 {}
413 428 {}
554 369 {}
710 782 {}
174 650 {}
334 687 {}
746 371 {}
660 990 {}
182 302 {}
404 357 {}
404 921 {}
501 533 {}
501 929 {}
543 222 {}
543 540 {}
543 944 {}
183 388 {}
183 896 {}
659 857 {}
659 880 {}
831 600 {}
188 481 {}
188 818 {}
490 803 {}
193 590 {}
193 681 {}
198 634 {}
198 967 {}
587 741 {}
587 777 {}
587 938 {}
908 815 {}
500 989 {}
550 385 {}
550 755 {}
707 703 {}
707 922 {}
826 394 {}
826 432 {}
962 418 {}
214 582 {}
681 562 {}
702 441 {}
793 444 {}
793 834 {}
286 525 {}
651 320 {}
935 540 {}
963 481 {}
987 632 {}
893 777 {}
232 944 {}
382 446 {}
382 523 {}
235 503 {}
235 685 {}
235 703 {}
235 832 {}
235 856 {}
468 902 {}
472 856 {}
596 451 {}
626 308 {}
331 624 {}
968 476 {}
968 803 {}
239 285 {}
556 260 {}
683 469 {}
683 688 {}
363 412 {}
371 729 {}
449 687 {}
476 977 {}
790 362 {}
245 264 {}
245 302 {}
245 530 {}
245 540 {}
625 784 {}
733 783 {}
395 258 {}
395 880 {}
601 553 {}
601 585 {}
525 533 {}
251 261 {}
328 410 {}
252 396 {}
252 766 {}
694 896 {}
523 406 {}
903 857 {}
561 557 {}
264 323 {}
507 868 {}
668 990 {}
891 854 {}
913 557 {}
966 357 {}
271 697 {}
271 766 {}
271 915 {}
294 517 {}
372 816 {}
688 731 {}
697 445 {}
866 689 {}
964 815 {}
553 730 {}
553 955 {}
301 779 {}
302 325 {}
308 921 {}
394 585 {}
781 857 {}
312 813 {}
315 698 {}
318 798 {}
320 566 {}
646 409 {}
392 343 {}
564 448 {}
388 562 {}
388 944 {}
900 634 {}
900 839 {}
693 975 {}
332 955 {}
949 417 {}
343 593 {}
811 982 {}
356 916 {}
698 620 {}
875 422 {}
610 755 {}
367 730 {}
944 438 {}
380 916 {}
409 726 {}
609 593 {}
729 967 {}
729 975 {}
828 926 {}
533 586 {}
396 445 {}
441 737 {}
408 440 {}
839 458 {}
798 511 {}
863 824 {}
466 586 {}
458 194 {}
755 536 {}
871 782 {}
562 977 {}
469 194 {}
708 617 {}
475 796 {}
726 260 {}
577 739 {}
760 60 {}
